Nome do empregado,Cargo,Salário,Hora extra,Outros pagamentos,Benefícios,Salário total,Salário Total & Benefícios,Estado
Victor Lima,Auxiliar de exportação e importação,104140.81,0,488.53,38069.42,104629.34,142698.76,Rio Grande do Norte
Luís Cardoso,Avaliador físico,100276.82,0,0,38304.9,100276.82,138581.72,Rio Grande do Norte
Estevan Cunha,Agente de manobra e docagem,79853.6,2955.36,1527.2,49920.18,84336.16,134256.34,Rio Grande do Norte
Igor Rocha,Ajudante de fabricação de celulose,76250.4,0,1966.54,53569.76,78216.94,131786.7,Rio Grande do Norte
Júlio Barbosa,Ajudante de maquinista de trem,80013.81,10398.37,0,40883.87,90412.18,131296.05,Rio Grande do Norte
Erick Barros,Ajudante de montagem e fotolito,91857.73,0,0,39258.22,91857.73,131115.95,Rio Grande do Norte
Matheus Fernandes,Ajudante de serviço de (aplicação de produtos agroquímicos),84070.4,0,0,46578.05,84070.4,130648.45,Rio Grande do Norte
Pedro Barbosa,Amarrador de embalagens,102113.66,0,0,27328.35,102113.66,129442.01,Rio Grande do Norte
Rafaela Oliveira,Analista de logística de transporte,88492.5,0,2065.5,36927.77,90558,127485.77,Rio Grande do Norte
Luan Cunha,Armazenário (comércio atacadista),82243.84,0,6003.2,34887.66,88247.04,123134.7,Rio Grande do Norte
Julieta Barbosa,Atleta de voleibol,78436.32,737.42,0,39961.69,79173.74,119135.43,Rio Grande do Norte
Kauê Martins,Auxiliar administrativo bilíngüe,79334.4,0,0,38875.98,79334.4,118210.38,Rio Grande do Norte
Lavinia Almeida,Auxiliar de veterinário,76250.42,0,0,39015.74,76250.42,115266.16,Rio Grande do Norte
Tânia Martins,Auxiliar técnico- nos esportes,74441.6,585.63,0,39516.64,75027.23,114543.87,Rio Grande do Norte
Nicole Castro,Abatedor em matadouro,69180.8,2394.72,2128.64,39911.5,73704.16,113615.66,Rio Grande do Norte
Aline Cavalcanti,Advogado tributarista,65908.01,0,3846,42477.53,69754.01,112231.54,Rio Grande do Norte
Luana Castro,Ajudante de pintor à pistola,72637.61,6557.37,0,29556.13,79194.98,108751.11,Rio Grande do Norte
José Cunha,Analista de controle de qualidade,80013.83,0,0,27206.36,80013.83,107220.19,Rio Grande do Norte
Luiz Pereira,Artesão crocheteiro,70602.4,0,1273.37,30441.82,71875.77,102317.59,Rio Grande do Norte
Bruna Pinto,Asperador de couro no acabamento de calçados,61751.2,0,0,40196.85,61751.2,101948.05,Rio Grande do Norte
Carla Santos,Assistente comercial de seguros,54787.2,9564.61,3389.36,33872.01,67741.17,101613.18,Rio Grande do Norte
Arthur Lima,Assistente de apontador (basquete),48281.66,18301.62,2915.3,32095.93,69498.58,101594.51,Rio Grande do Norte
Amanda Pereira,Auxiliar de confeitaria,57126.09,5278.06,1040,34509.69,63444.15,97953.84,Rio Grande do Norte
Lucas Castro,Auxiliar de dessulfuração e estação de mistura,72201.01,0,409.68,24905,72610.69,97515.69,Rio Grande do Norte
Martim Ribeiro,Auxiliar de torneiro mecânico,52351.67,633.44,1040,41764.73,54025.11,95789.84,Rio Grande do Norte
Carla Silva,Abade,59907.22,0,0,34957.34,59907.22,94864.56,Rio Grande do Norte
Vinicius Alves,Administrador de compras,66111.8,0,3626.63,24550.47,69738.43,94288.9,Rio Grande do Norte
Alice Pinto,Ajudante de confecção,56989.5,0,1086.75,33843.07,58076.25,91919.32,Rio Grande do Norte
Victor Cunha,Ajudante de reflorestamento,55898.4,0,1040,34194.7,56938.4,91133.1,Rio Grande do Norte
Júlio Barbosa,Amostrador de minérios,53076.34,5717.63,3180.4,28102.5,61974.37,90076.87,Rio Grande do Norte
Gabriel Pinto,Analista de cadeias produtivas (economista),61204.8,0,0,28653.69,61204.8,89858.49,Rio Grande do Norte
Arthur Silva,Analista técnico em inteligência (grupo informações),65462.27,2268.08,2499.75,18547.29,70230.1,88777.39,Rio Grande do Norte
Luan Silva,Animador de festas populares,59426.99,0,22070.31,7210.48,81497.3,88707.78,Rio Grande do Norte
João Carvalho,Apanhador de babaçu,52736.65,3403.27,0,32337.75,56139.92,88477.67,Rio Grande do Norte
Estevan Rocha,Apontador de mão-de-obra,59531.38,0,1040,27544.23,60571.38,88115.61,Rio Grande do Norte
Gustavo Alves,Auxiliar em hemotransfusão,54787.2,5778,650,20895.75,61215.2,82110.95,Rio Grande do Norte
Clara Lima,Administrador de recursos humanos,49963.6,0,0,31130.25,49963.6,81093.85,Rio Grande do Norte
Bianca Gomes,Advogado (telecomunicações),48870.19,0,0,31867.8,48870.19,80737.99,Rio Grande do Norte
Beatrice Melo,Advogado generalista,47706.54,731.12,745.8,31464.04,49183.46,80647.5,Rio Grande do Norte
Thiago Ferreira,Analista de areias em fundição,47925.85,0,2944.5,26742.45,50870.35,77612.8,Rio Grande do Norte
Fernanda Cavalcanti,Analista de sistemas para internet,45991.88,0,0,30973.65,45991.88,76965.53,Rio Grande do Norte
Luiza Souza,Apanhador de algodão,54787.2,19.98,650,20629.34,55457.18,76086.52,Rio Grande do Norte
Bianca Barros,Assistente de salinas,48811.5,0,1861.5,22837,50673,73510,Rio Grande do Norte
Vitor Sousa,Atendente do setor de vinhos,43249.62,0,960,28327.43,44209.62,72537.05,Rio Grande do Norte
Rafael Gomes,Atendente hospitalar,47925.81,4297.08,1040,19240.25,53262.89,72503.14,Rio Grande do Norte
Murilo Alves,Administrador de banco de dados,43086.41,0,3266.1,21255.46,46352.51,67607.97,Rio Grande do Norte
Cauã Araujo,Administrador público,44070.81,285.73,840.38,22011.33,45196.92,67208.25,Rio Grande do Norte
Luiza Alves,Afiador de cardas,46466.36,0,1040,18865.75,47506.36,66372.11,Rio Grande do Norte
Rafael Azevedo,Agenciador de propaganda,50871.44,2644.81,0,12476.8,53516.25,65993.05,Rio Grande do Norte
Luis Araujo,Agente funerário - tanatopraxista,46466.33,0,0,18599,46466.33,65065.33,Rio Grande do Norte
Renan Azevedo,Amolador de cutelaria,47666.33,542.25,0,13358.74,48208.58,61567.32,Rio Grande do Norte
Daniel Almeida,Analista de controle orçamentário (economista),35018.89,873.7,670.24,24016.84,36562.83,60579.67,Rio Grande do Norte
Breno Pereira,Antenista,41151,0,0,17244.13,41151,58395.13,Rio Grande do Norte
Giovanna Barbosa,Arqueador de molas,43383.51,245.63,0,10785.16,43629.14,54414.3,Rio Grande do Norte
Sofia Cunha,Arrumadeira de hotel,36300.99,0,0,16504.44,36300.99,52805.43,Rio Grande do Norte
Eduarda Carvalho,Arrumador no serviço doméstico,45813.6,0,0,6849.99,45813.6,52663.59,Rio Grande do Norte
Eduarda Goncalves,Astrólogo,30719.25,5227.48,698.5,12046.25,36645.23,48691.48,Rio Grande do Norte
João Melo,Atendente de enfermagem,21247.84,1632.46,17215.33,7870.55,40095.63,47966.18,Rio Grande do Norte
Estevan Carvalho,Atleta de judô,37523.2,0,0,8967.4,37523.2,46490.6,Rio Grande do Norte
Melissa Castro,Autor-roteirista,26923.82,0,0,17877.25,26923.82,44801.07,Rio Grande do Norte
Antônio Fernandes,Administrador de contadorias e registros fiscais,26221.61,0,0,9948.56,26221.61,36170.17,Rio Grande do Norte
Giovanna Azevedo,Administrador de recursos humanos,3600.88,0,1606.5,30524.44,5207.38,35731.82,Rio Grande do Norte
Bianca Martins,Ajudante de fabricação de celulose,18883.2,112.9,0,9030.45,18996.1,28026.55,Rio Grande do Norte
André Barros,Alinhador de rodas,19220.53,0,750.23,5323.05,19970.76,25293.81,Rio Grande do Norte
Ágatha Rodrigues,Analista de areias em fundição,18278.4,0,0,5780.53,18278.4,24058.93,Rio Grande do Norte
Carolina Ferreira,Analista de estudos de mercado,18945.43,0,589.44,4127.16,19534.87,23662.03,Rio Grande do Norte
Eduardo Cardoso,Analista de transporte multimodal,10920.21,939.95,541.85,9887.1,12402.01,22289.11,Rio Grande do Norte
Thiago Martins,Arreeiro na fabricação,12798.02,0,0,5142.46,12798.02,17940.48,Rio Grande do Norte
Douglas Cunha,Arrendatário (pecuária),17916,0,0,0,17916,17916,Rio Grande do Norte
Rafaela Barros,Auxiliar administrativo de presidência,9448,0,0,1500,9448,10948,Rio Grande do Norte
Bianca Barbosa,Auxiliar de arquitetura,9448,0,0,1500,9448,10948,Rio Grande do Norte
Erick Castro,Auxiliar de curtimento,9448,0,0,1500,9448,10948,Rio Grande do Norte
Nicole Rocha,Auxiliar de desgaseificação,9448,0,0,1500,9448,10948,Rio Grande do Norte
André Sousa,Auxiliar de saúde marítimo,5715.2,0,0,3360.87,5715.2,9076.07,Rio Grande do Norte
Rafaela Rodrigues,Auxiliar de tráfego,8109,450,0,0,8559,8559,Rio Grande do Norte
Breno Rodrigues,Acertador de maçaroqueira,4799.26,0,0,1682.9,4799.26,6482.16,Rio Grande do Norte
Gabrielle Azevedo,Agente de coleta de lixo,3511.88,618.09,0,0,4129.97,4129.97,Rio Grande do Norte
Sofia Dias,Analista de cobrança,67.2,0,0,0,67.2,67.2,Rio Grande do Norte
Tiago Rocha,Analista de turismo (turismólogo),64327,10050,4612,44105,78989,123094,Rio Grande do Norte
Lavinia Barros,Apicultor - exclusive conta própria e empregador,65306,0,0,34297,65306,99603,Rio Grande do Norte
José Rocha,Arquiteto de restauro,49477,1444,0,24530,50921,75451,Rio Grande do Norte
Luana Cavalcanti,Arreador,43846,0,0,28485,43846,72331,Rio Grande do Norte
Isabela Azevedo,Asfaltador na conservação de vias permanentes (exceto trilhos),44860,0,0,15537,44860,60397,Rio Grande do Norte
Tomás Rodrigues,Assistente de escritório,33317,0,0,13521,33317,46838,Rio Grande do Norte
Sofia Lima,Atleta de handebol,176268,0,9360,37879,185628,223507,Rio Grande do Norte
Leila Dias,Auxiliar de garçom,61600,11426,7066,30391,80092,110483,Rio Grande do Norte
Pedro Cavalcanti,Auxiliar de obstetrícia,87630,0,0,16443,87630,104073,Rio Grande do Norte
Nicolash Correia,Avicultor matrizeiro,50160,11738,3236,26968,65134,92102,Rio Grande do Norte
Nicole Cunha,Administrador de empresas de pesca,72633,0,0,14625,72633,87258,Rio Grande do Norte
Nicolas Rocha,Administrador no comércio de mercadorias,51146,6348,1625,26941,59119,86060,Rio Grande do Norte
Larissa Sousa,Agente de controle de vetores,66953,0,0,13696,66953,80649,Rio Grande do Norte
Victor Araujo,Agente de estação (ferrovia e metrô),44077,7546,3520,25345,55143,80488,Rio Grande do Norte
Camila Dias,Agente técnico de inteligência,59177,0,0,18919,59177,78096,Rio Grande do Norte
Fábio Ribeiro,Ajudante de filtrador (filtro-prensa),54951,2371,240,18385,57562,75947,Rio Grande do Norte
Yasmin Lima,Analista de desenvolvimento de sistemas,57871,0,300,12500,58171,70671,Rio Grande do Norte
Cauã Fernandes,Analista de marketing,56325,0,1300,12440,57625,70065,Rio Grande do Norte
Isabelle Araujo,Apanhador de buriti,46477,0,0,20711,46477,67188,Rio Grande do Norte
João Barros,Arador,53537,0,0,11926,53537,65463,Rio Grande do Norte
Kauã Sousa,Árbitro geral de pista,47063,0,240,17322,47303,64625,Rio Grande do Norte
Carolina Pereira,Assistente de salinas,42928,0,300,16770,43228,59998,Rio Grande do Norte
Eduardo Barros,Atendente de creche,40335,0,564,17907,40899,58806,Rio Grande do Norte
Felipe Martins,Atendente de hospital,41827,0,240,16632,42067,58699,Rio Grande do Norte
Vitória Correia,Atendente de serviço médico,43431,0,23,14977,43454,58431,Rio Grande do Norte
Gabrielly Martins,Auxiliar de crédito,41161,463,3995,9572,45619,55191,Rio Grande do Norte
Aline Barbosa,Auxiliar de maquinista de trem,39863,0,2544,11109,42407,53516,Rio Grande do Norte
Julia Silva,Auxiliar de segurança,40541,0,0,12311,40541,52852,Rio Grande do Norte
Daniel Pereira,Aviador civil,38345,2195,2498,8222,43038,51260,Rio Grande do Norte
Murilo Castro,Advogado (direito penal),31138,1228,1364,13808,33730,47538,Rio Grande do Norte
Nicolash Barros,Agbá,37017,0,0,9393,37017,46410,Rio Grande do Norte
Clara Cunha,Agente de estação portuária,31864,0,0,13620,31864,45484,Rio Grande do Norte
Rafael Ribeiro,Agente funerário - tanatopraxista,34679,21,0,9428,34700,44128,Rio Grande do Norte
Luan Barros,Agente operacional de estação,29133,0,420,14482,29553,44035,Rio Grande do Norte
Daniel Barbosa,Amostrador de minérios,28027,0,0,9296,28027,37323,Rio Grande do Norte
Paulo Carvalho,Analista de produtos químicos,21870,3018,0,9478,24888,34366,Rio Grande do Norte
Matheus Almeida,Anodizador e anodizador de metais,24855,0,853,6050,25708,31758,Rio Grande do Norte
Caio Goncalves,Anotador de processo de produção,21528,663,162,8919,22353,31272,Rio Grande do Norte
Victor Silva,Apanhador de bacaba,21528,58,162,9149,21748,30897,Rio Grande do Norte
Fábio Cunha,Apresentador animador de programas de televisão,17417,0,0,10397,17417,27814,Rio Grande do Norte
Danilo Gomes,Arquiteto urbanista,16418,2089,903,4835,19410,24245,Rio Grande do Norte
Diego Azevedo,Arquivista de documentos,13579,3402,1158,6083,18139,24222,Rio Grande do Norte
Victor Cavalcanti,Arrendatário na agropecuária,16169,0,2086,4873,18255,23128,Rio Grande do Norte
Breno Souza,Assistente de engenharia (construção civil),15670,0,0,4154,15670,19824,Rio Grande do Norte
Renan Barbosa,Auditor-fiscal da receita federal,10053,8,589,4300,10650,14950,Rio Grande do Norte
Aline Araujo,Auxiliar de incubação,11892,0,0,0,11892,11892,Rio Grande do Norte
Victor Castro,Auxiliar de mesa em restaurantes,10909,0,0,0,10909,10909,Rio Grande do Norte
Raissa Fernandes,Auxiliar de vitralista,9740,0,0,0,9740,9740,Rio Grande do Norte
Martim Alves,Açougueiro desossador,7382,0,0,0,7382,7382,Rio Grande do Norte
Alex Castro,Administrador de carteiras de crédito e cobrança,7172,0,0,0,7172,7172,Rio Grande do Norte
Martim Dias,Afiador de ferramentas,5259,0,0,712,5259,5971,Rio Grande do Norte
Kauê Dias,Agente de tráfego,4571,0,0,0,4571,4571,Rio Grande do Norte
Lucas Araujo,Alisador de metal,1983,0,0,0,1983,1983,Rio Grande do Norte
Sofia Cardoso,Analista de cobrança (instituições financeiras),1516,0,0,0,1516,1516,Rio Grande do Norte
Amanda Silva,Analista de suporte computacional,491,0,0,0,491,491,Rio Grande do Norte
Lucas Lima,Apanhador de algodão,81196.81,8385.53,11338.8,46351.49,100921.14,147272.63,Rio Grande do Norte
Vinicius Gomes,Apóstolo,79721.63,0,3798.4,25241.02,83520.03,108761.05,Rio Grande do Norte
Eduardo Melo,Apresentador de festas populares,67356.8,0,6121.6,27121.5,73478.4,100599.9,Rio Grande do Norte
Pedro Castro,Argumentista-roteirista de história em quadrinhos,64560.8,0,0,23371.69,64560.8,87932.49,Rio Grande do Norte
Gabriel Santos,Assistente de editorial,50532,0,0,12340.44,50532,62872.44,Rio Grande do Norte
Estevan Almeida,Atendente de reintegração social,30801.6,0,0,15750.4,30801.6,46552,Rio Grande do Norte
Carolina Correia,Atleta de triatlo,22387.47,0,0,0,22387.47,22387.47,Rio Grande do Norte
Sarah Araujo,Auditor-fiscal da previdência social,8460,0,0,2272.52,8460,10732.52,Rio Grande do Norte
Luan Cardoso,Auxiliar administrativo de presidência,8209.08,0,0,0,8209.08,8209.08,Rio Grande do Norte
Gabrielle Martins,Auxiliar de enfermagem ocupacional,384.61,0,0,0,384.61,384.61,Rio Grande do Norte
Nicolas Barbosa,Auxiliar de maestro,69768,4133.99,23570.58,39872.22,97472.57,137344.79,Rio Grande do Norte
Kauã Carvalho,Abatedor de animais,49583.73,0,8966.76,17484.36,58550.49,76034.85,Rio Grande do Norte
Tomás Lima,Acabador de macho - na fundição,45588,3033.97,8246.76,16602.62,56868.73,73471.35,Rio Grande do Norte
Douglas Martins,Açougueiro desossador,45588,235.89,8846.76,16403.31,54670.65,71073.96,Rio Grande do Norte
Anna Barros,Administrador de carteiras de crédito e cobrança,43416,756.5,8246.76,15778.86,52419.26,68198.12,Rio Grande do Norte
Giovanna Costa,Administrador de marketing,39384,3529.83,11825.88,12088.23,54739.71,66827.94,Rio Grande do Norte
Beatriz Goncalves,Agente de coleta de lixo,27366.32,0,3541.44,14505.06,30907.76,45412.82,Rio Grande do Norte
Nicolash Rocha,Agente de estação (manobras),27924.52,247.02,4858.5,8611.56,33030.04,41641.6,Rio Grande do Norte
Luiz Correia,Ajudante de despachante aduaneiro,1687.5,0,0,129.08,1687.5,1816.58,Rio Grande do Norte
Vitoria Costa,Ajudante de queijeiro,168129.48,0,73437.61,102991.99,241567.09,344559.08,Rio Grande do Norte
Rodrigo Melo,Analista contábil,162227.12,0,33477.57,78364.6,195704.69,274069.29,Rio Grande do Norte
Gabriel Barros,Analista de pesquisa operacional,107474.64,57132.76,20037.77,73807.09,184645.17,258452.26,Rio Grande do Norte
Emilly Dias,Analista de telecomunicação,107474.64,51277.06,20037.77,73814.3,178789.47,252603.77,Rio Grande do Norte
Manuela Carvalho,Anotador (judô),90916.79,35823.88,12792.55,106668.33,139533.22,246201.55,Rio Grande do Norte
Aline Fernandes,Artesão moveleiro (exceto reciclado),125751.41,398.05,33712.15,65016.4,159861.61,224878.01,Rio Grande do Norte
Mateus Araujo,Assistente de parto,79209.72,39202.61,7269.75,92708.07,125682.08,218390.15,Rio Grande do Norte
Diego Cunha,Atendente de posto de gasolina,77706.94,63329.62,8300.08,63507.75,149336.64,212844.39,Rio Grande do Norte
Tânia Silva,Auxiliar de dobrador (metais),147924.65,0,1000,55211.93,148924.65,204136.58,Rio Grande do Norte
Matheus Souza,Agente de coleta de lixo,80572.06,9485.64,11544.24,84260.42,101601.94,185862.36,Rio Grande do Norte
Aline Carvalho,Analista de crédito (instituições financeiras),96689.52,2899.79,21310.5,52340.1,120899.81,173239.91,Rio Grande do Norte
Ryan Silva,Analista de rede,110446.21,0,-694.75,61705.24,109751.46,171456.7,Rio Grande do Norte
Vitór Barros,Aplicador de decalque em cerâmica,94668.15,797.47,14235.95,58847.49,109701.57,168549.06,Rio Grande do Norte
Diego Pereira,Apontador de bicos (calçados),104366.88,7802.41,11781.92,43987.98,123951.21,167939.19,Rio Grande do Norte
Giovana Carvalho,Árbitro chefe de área (karatê),107436.6,0,6369.14,52389.68,113805.74,166195.42,Rio Grande do Norte
Tomás Cardoso,Assistente de contadoria fiscal,99297.96,0,4964.88,55931.24,104262.84,160194.08,Rio Grande do Norte
Gabrielly Dias,Ator bonequeiro,94668.15,299.31,5156.21,54688.77,100123.67,154812.44,Rio Grande do Norte
Guilherme Carvalho,Auxiliar de bibliotecário,71881.62,0,3965.07,77556.87,75846.69,153403.56,Rio Grande do Norte
Victor Dias,Auxiliar de lubrificador de veículos,68348.76,1935.45,4506.73,75029.04,74790.94,149819.98,Rio Grande do Norte
Melissa Dias,Auxiliar jurídico,72721.65,212.3,872.04,73040.83,73805.99,146846.82,Rio Grande do Norte
Kaua Martins,Adestrador (eqüinos),68702.45,12434.98,872.04,61790.22,82009.47,143799.69,Rio Grande do Norte
Aline Costa,Advogados (direito eletrônico),76919.6,1201.07,8669.78,54533.47,86790.45,141323.92,Rio Grande do Norte
Cauã Gomes,Agente administrativo,85386.6,0,2634.68,52443.08,88021.28,140464.36,Rio Grande do Norte
Mateus Araujo,Agente operacional de estação,84461.64,19962.75,755.78,33150.71,105180.17,138330.88,Rio Grande do Norte
Pedro Castro,Agricultor na produção de gramíneas forrageiras,66663.36,10023.53,15371.21,45851.88,92058.1,137909.98,Rio Grande do Norte
Gabriela Azevedo,Alimentador de linha de produção,62390.64,24335.79,7129.49,39806.08,93855.92,133662,Rio Grande do Norte
Leonardo Barbosa,Analista de cobrança,76491.64,22.05,4863.73,50850.44,81377.42,132227.86,Rio Grande do Norte
Sophia Ferreira,Analista de sinistros,65745.6,8226.1,9113.62,47141.23,83085.32,130226.55,Rio Grande do Norte
Isabella Cardoso,Apresentador animador de eventos,90648.31,0,500,36190.23,91148.31,127338.54,Rio Grande do Norte
Alice Lima,Atleta de pólo aquático,75222.6,0,2380.52,43396.77,77603.12,120999.89,Rio Grande do Norte
Sofia Souza,Agente de vistoria de alarmes,53005.08,745.39,2441.86,53562.52,56192.33,109754.85,Rio Grande do Norte
Ágatha Pereira,Agente fiscal metrológico,70552.08,0,4027.52,35136.88,74579.6,109716.48,Rio Grande do Norte
Larissa Almeida,Ajustador mecânico,59195.16,5293.43,3573.59,39185.88,68062.18,107248.06,Rio Grande do Norte
Ana Alves,Analista financeiro (economista),62441.77,1333.76,752.35,39799.39,64527.88,104327.27,Rio Grande do Norte
Raissa Barbosa,Apresentador de rádio e televisão,56281.98,187.68,3766.2,42175.65,60235.86,102411.51,Rio Grande do Norte
Luis Barbosa,Árbitro chefe de área (karatê),60528.75,3691.5,736.77,37260.77,64957.02,102217.79,Rio Grande do Norte
Luan Cunha,Árbitro reserva (karatê),56798.52,377.5,5553.24,38989.94,62729.26,101719.2,Rio Grande do Norte
Davi Cavalcanti,Arquiteto urbanista,66663.36,480.75,2166.56,31909.16,69310.67,101219.83,Rio Grande do Norte
Vitór Rocha,Arquivista pesquisador (jornalismo),62564.1,0,0,38630.64,62564.1,101194.74,Rio Grande do Norte
Luana Barros,Auxiliar de museus,56784,6674.85,3119.6,28977.39,66578.45,95555.84,Rio Grande do Norte
Ryan Carvalho,Aviador civil,52185.11,3773.01,916.72,37188.93,56874.84,94063.77,Rio Grande do Norte
José Cunha,Acafelador,56798.52,648.41,-881.24,36824.41,56565.69,93390.1,Rio Grande do Norte
Lara Silva,Açougueiro desossador,59192.38,0,840.38,33202.52,60032.76,93235.28,Rio Grande do Norte
Laura Alves,Administrador de carteiras de câmbio e comércio exterior,61350.36,0,1416.06,30097.41,62766.42,92863.83,Rio Grande do Norte
Anna Araujo,Advogados (direito eletrônico),51719.32,841.29,500,38852.37,53060.61,91912.98,Rio Grande do Norte
Brenda Castro,Agregado - na agropecuária,49889.16,0,1747.28,38626.63,51636.44,90263.07,Rio Grande do Norte
Rafaela Costa,Ajudante de embalador,52459.56,0,1811.48,35463.28,54271.04,89734.32,Rio Grande do Norte
Marcos Azevedo,Ajudante de enfardamento,50886.96,91.74,2972.12,35763.88,53950.82,89714.7,Rio Grande do Norte
Luis Alves,Ajustador limador de fresas,59665.92,0,500,28619.19,60165.92,88785.11,Rio Grande do Norte
Tiago Ribeiro,Analista financeiro (instituições financeiras),54729.57,4174.12,13532.65,14221.53,72436.34,86657.87,Rio Grande do Norte
Isabelle Dias,Árbitro central (judô),47360.85,2383.78,1684.01,33948.11,51428.64,85376.75,Rio Grande do Norte
Aline Souza,Artista de força capilar,44168.76,0,6025.98,33851.97,50194.74,84046.71,Rio Grande do Norte
Gabriela Almeida,Assistente de coreografia,48849.96,317.05,1636.85,32755.2,50803.86,83559.06,Rio Grande do Norte
Thiago Gomes,Auxiliar de enfermagem de centro cirúrgico,37427.52,4070.86,7430.64,31807.52,48929.02,80736.54,Rio Grande do Norte
Tânia Lima,Auxiliar de enfermagem ocupacional,52459.56,0,1811.48,26380.72,54271.04,80651.76,Rio Grande do Norte
Nicolash Martins,Avicultor matrizeiro,75580.42,3359.95,45.6,0,78985.97,78985.97,Rio Grande do Norte
Arthur Ribeiro,Abatedor em matadouro,48925.16,0,1356.88,28443.11,50282.04,78725.15,Rio Grande do Norte
Gustavo Silva,Acabador de moldes (fundição),51614.28,0,988.52,26037.94,52602.8,78640.74,Rio Grande do Norte
Gabriel Araujo,Açougueiro retalhista,48099.37,1193.92,2019.13,27244.85,51312.42,78557.27,Rio Grande do Norte
Sarah Silva,Advogado trabalhista,42568.92,0,2764.28,32526.28,45333.2,77859.48,Rio Grande do Norte
Samuel Ferreira,Afiador ambulante,42484.68,569.87,2460.82,32323.45,45515.37,77838.82,Rio Grande do Norte
Beatrice Melo,Agbagigan,41310.76,0,6105.28,30206.35,47416.04,77622.39,Rio Grande do Norte
Matheus Rocha,Analista ambiental,42635.76,236.75,1565.84,30713.12,44438.35,75151.47,Rio Grande do Norte
Julian Oliveira,Âncora de rádio e televisão,49238.4,0,292.53,24506.96,49530.93,74037.89,Rio Grande do Norte
Lavinia Lima,Arrumador de hotel,49889.16,0,1700,20380.78,51589.16,71969.94,Rio Grande do Norte
Kauã Barros,Auxiliar de orientação pedagógica,43989.2,5.82,1038.68,22865.5,45033.7,67899.2,Rio Grande do Norte
Thiago Carvalho,Auxiliares de produção de refinação de sal,42635.76,76.87,1565.84,22556.96,44278.47,66835.43,Rio Grande do Norte
