Nome do empregado,Cargo,Salário,Hora extra,Outros pagamentos,Benefícios,Salário total,Salário Total & Benefícios,Estado
Tânia Cunha,Auxiliar de barman,42828.66,2239.11,1570.67,22635.98,46638.44,69274.42,Acre
Nicole Gomes,Auxiliar de oftalmologia,44168.76,0,754.82,23096.21,44923.58,68019.79,Acre
Gabriel Ferreira,Agente de estação portuária,14499.75,0,-14.58,7037.89,14485.17,21523.06,Acre
Luan Lima,Assistente administrativo,13711.41,248.41,225.91,0,14185.73,14185.73,Acre
Julian Dias,Administrador de sistemas operacionais,454.91,0,0,0,454.91,454.91,Acre
Gabriel Cunha,Agente operacional de estação,0,0,14.16,0,14.16,14.16,Acre
Daniel Goncalves,Analista de desenvolvimento de sistemas,42783.33,3829.41,4100.72,21816.23,50713.46,72529.69,Acre
Julieta Oliveira,Agente de coleta ( censo e pesquisas amostrais),82888.01,3287.69,0,47996.24,86175.7,134171.94,Acre
Bianca Araujo,Alambrador - na fabricação de arame,56169.5,2236.24,1763.25,34623.56,60168.99,94792.55,Acre
Lavinia Rodrigues,Arquiteto de interiores,83881,0,0,6417.23,83881,90298.23,Acre
Murilo Araujo,Atendente de serviço odontológico,31241.71,28491.57,1592.58,26503.76,61325.86,87829.62,Acre
Bianca Silva,Administrador de edifícios,44590.04,4527.48,1200.16,31536.94,50317.68,81854.62,Acre
Felipe Alves,Asperador de solas e palmilhas,35512.72,6984.64,1262.85,30039.08,43760.21,73799.29,Acre
Carla Almeida,Advogado (direito administrativo),34814.06,3740.83,727.64,25879.69,39282.53,65162.22,Acre
Felipe Cunha,Aparador de óleo de copaíba,34814.01,92.14,0,25466.49,34906.15,60372.64,Acre
Eduarda Almeida,Assistente de operações de equipamentos de produção para televisão e produtoras de vídeo,33982.02,900.48,0,23951.75,34882.5,58834.25,Acre
Kauã Araujo,Atendente balconista,30397.91,8891.33,971.5,18268.2,40260.74,58528.94,Acre
Yasmin Correia,Assistente técnico de seguros,25748.01,6.49,0,14547.99,25754.5,40302.49,Acre
Tomás Santos,Atendente de serviço de saúde,22322.02,51.45,0,16626.13,22373.47,38999.6,Acre
Otávio Carvalho,Auxiliar de corte (preparação da confecção de roupas),18393.17,6.28,0,17080,18399.45,35479.45,Acre
Isabella Silva,Ajudante de calceteiro,12588,310.44,0,6976.08,12898.44,19874.52,Acre
Luana Sousa,Auxiliar de contas a receber,1573.5,14.75,241.93,1211.56,1830.18,3041.74,Acre
Lavinia Ribeiro,Amarrador de madeira,14622.28,5326.37,5161.71,9316.19,25110.36,34426.55,Acre
Vinicius Barros,Administrador no comércio de mercadorias,58075.03,221.35,0,17197.77,58296.38,75494.15,Acre
Paulo Barros,Alvanel,46204.18,0,2123.74,15106.05,48327.92,63433.97,Acre
Maria Cunha,Arquivista,34878.62,3847.94,1783.66,14217.71,40510.22,54727.93,Acre
Igor Araujo,Atuário,34878.62,0,1783.66,9471.93,36662.28,46134.21,Acre
Erick Lima,Auxiliar de serviço de copa,59246.72,0,303.9,21640.35,59550.62,81190.97,Acre
Douglas Oliveira,Agente fiscal metrológico,84295,48277,5667,84237,138239,222476,Acre
Julian Dias,Agente rodoviário,139069,1444,0,80839,140513,221352,Acre
Daniel Castro,Alabê,97170,4516,11280,95793,112966,208759,Acre
Vitor Carvalho,Auxiliar de conservação de barragens,71808,32889,5984,60650,110681,171331,Acre
Vitór Castro,Auxiliar de incubação,84282,0,5527,78850,89809,168659,Acre
Julieta Araujo,Auxiliar técnico de educação,120511,0,26577,16810,147088,163898,Acre
Victor Fernandes,Analista de mercado agrícola (economista),55030,760,3650,55825,59440,115265,Acre
Alice Alves,Auditor-fiscal da previdência social,63426,0,3806,39374,67232,106606,Acre
Julia Ferreira,Apresentador de telejornal,50423,1165,678,40571,52266,92837,Acre
Estevan Cavalcanti,Agente de segurança,32678,5610,6514,22223,44802,67025,Acre
Raissa Cardoso,Assistente de cabo de fogo,39097,0,394,20696,39491,60187,Acre
Yasmin Ribeiro,Auxiliar de lavanderia,18340,0,777,15810,19117,34927,Acre
Gabrielle Goncalves,Atleta de voleibol,12298,2585,15,0,14898,14898,Acre
Luan Rocha,Administrador paroquial,58300,0,0,8628,58300,66928,Acre
Pedro Pinto,Administrador público,57919.73,0,0,9004.58,57919.73,66924.31,Acre
Ágatha Costa,Atendente de telemarketing,199235,0,18791,89980,218026,308006,Acre
Erick Araujo,Analista de mercado,167669,0,13722,48416,181391,229807,Acre
Luana Ribeiro,Arrozeiro - na cultura - conta própria,141587,0,14331,55494,155918,211412,Acre
Bianca Castro,Alimentador de serra de fita,103341,38069,1638,46616,143048,189664,Acre
Luís Melo,Analista de produtos químicos,102739,12987,7680,48679,123406,172085,Acre
Letícia Silva,Apresentador de circo,123501,1872,2858,43114,128231,171345,Acre
Carlos Lima,Analista de mercado de trabalho (economista),91555,18794,1048,48613,111397,160010,Acre
Estevan Goncalves,Auxiliar de produção de gorduras vegetais comestíveis,81948,30626,10258,34500,122832,157332,Acre
Lucas Lima,Advogado (abuso do poder econômico),112669,378,3049,40420,116096,156516,Acre
Guilherme Ferreira,Ajudante de cozinha,103025,0,9826,42920,112851,155771,Acre
André Pereira,Ajudante de extrusão de fibras de vidro,115724,499,4188,35289,120411,155700,Acre
Samuel Ferreira,Analista de laboratório químico,79714,33557,1168,40571,114439,155010,Acre
Guilherme Melo,Ajudante de despachante aduaneiro,100402,6299,12382,28317,119083,147400,Acre
Raissa Dias,Ajudante de fábrica de tijolos,105280,0,2704,39349,107984,147333,Acre
Rafael Goncalves,Arteterapeuta,97956,0,13287,31423,111243,142666,Acre
Lavinia Almeida,Amarrador de piaçava,88971,3014,4579,43983,96564,140547,Acre
Thaís Castro,Agricultor na produção da cana-de-açúcar,87735,3808,4962,41537,96505,138042,Acre
Leonor Correia,Analista de sistemas para internet,90974,1640,9460,32784,102074,134858,Acre
Maria Oliveira,Administrador financeiro,93920,3855,2566,32852,100341,133193,Acre
Anna Castro,Armador de estrutura de concreto,77402,0,595,54064,77997,132061,Acre
Luis Ribeiro,Artista de cinema,81294,20863,7047,22672,109204,131876,Acre
Rafael Ferreira,Agente operacional de estação,84753,0,5708,33166,90461,123627,Acre
Nicole Silva,Ajudante de britador,89105,0,7757,24443,96862,121305,Acre
Thiago Sousa,Analista de inteligência de mercado,82020,0,10323,28565,92343,120908,Acre
Júlio Almeida,Advogado contratualista,77504,6397,4365,31201,88266,119467,Acre
Bianca Almeida,Alabê,71118,14261,1673,31928,87052,118980,Acre
Lavinia Almeida,Auxiliar de enfermagem em nefrologia,82020,0,7498,28258,89518,117776,Acre
Mateus Gomes,Agente de estação (ferrovia e metrô),79656,788,2167,34466,82611,117077,Acre
Eduarda Goncalves,Analista de logística (técnico de nível médio),80169,0,7861,28440,88030,116470,Acre
Miguel Martins,Ajudante de cabeleireiro,73954,236,8558,31962,82748,114710,Acre
Guilherme Rodrigues,Açougueiro cortador (exclusive comércio),75121,642,4304,33052,80067,113119,Acre
Camila Barros,Auxiliar de laboratório fotográfico,78111,0,2514,30779,80625,111404,Acre
Leila Ribeiro,Agente de organização escolar,68998,9688,4155,28009,82841,110850,Acre
Murilo Souza,Apontador de tempo (produção),67276,0,6269,32718,73545,106263,Acre
Antônio Barbosa,Assistente de tráfego rodoviário,70750,6154,3671,23358,80575,103933,Acre
Evelyn Almeida,Analista econômico,66798,0,4668,30835,71466,102301,Acre
Samuel Rocha,Auxiliar de enfermagem socorrista,55696,17890,2839,25090,76425,101515,Acre
Victor Carvalho,Agente administrativo supervisor,70707,0,702,29587,71409,100996,Acre
Fernanda Santos,Ajudante de fábrica de tijolos,73484,3705,2279,21294,79468,100762,Acre
Gabriela Martins,Aromista,65964,0,2600,31528,68564,100092,Acre
Diego Pereira,Animador de circo,65386,452,2057,30418,67895,98313,Acre
Martim Gomes,Auxiliar de encanador,68036,656,2701,26140,71393,97533,Acre
Luis Costa,Artesão moveleiro (exceto reciclado),61370,5689,657,28225,67716,95941,Acre
Nicolas Cardoso,Auxiliar de agricultura,44359,24240,3334,23655,71933,95588,Acre
Vitór Lima,Amansador,71272,3656,4524,15020,79452,94472,Acre
Isabela Santos,Ajudante de oleiro,57179,5872,2884,26683,65935,92618,Acre
Guilherme Carvalho,Assentador cerâmico,57415,4028,1704,28806,63147,91953,Acre
Amanda Alves,Agente de inteligência,68224,1973,1497,19337,71694,91031,Acre
Carlos Araujo,Ajudante de confecção,67837,334,2277,20423,70448,90871,Acre
Bianca Oliveira,Auxiliar jurídico,61437,194,720,27236,62351,89587,Acre
Kaua Ribeiro,Atendente comercial (agência postal),48319,8917,3716,27410,60952,88362,Acre
Carla Goncalves,Ator de cinema,63943,664,3305,20327,67912,88239,Acre
Julia Alves,Administrador de orçamento,57984,669,1842,27223,60495,87718,Acre
José Cunha,Agente funerário - tanatopraxista,56570,0,2154,28756,58724,87480,Acre
Emilly Santos,Alfaite modelista,46777,7471,3654,27671,57902,85573,Acre
